 SPU,layer,hbot,soilhz,add
              1050_G,1989, -99.45,staro17_85p_M01KV03 
              1050_G,1990, -99.50,staro17_85p_M01KV03 
              1050_G,1991, -99.55,staro17_85p_M01KV03 
              1050_G,1992, -99.60,staro17_85p_M01KV03 
              1050_G,1993, -99.65,staro17_85p_M01KV03 
              1050_G,1994, -99.70,staro17_85p_M01KV03 
              1050_G,1995, -99.75,staro17_85p_M01KV03 
              1050_G,1996, -99.80,staro17_85p_M01KV03 
              1050_G,1997, -99.85,staro17_85p_M01KV03 
              1050_G,1998, -99.90,staro17_85p_M01KV03 
              1050_G,1999, -99.95,staro17_85p_M01KV03 
              1050_G,2000,-110.00,staro17_85p_M01KV03 
