total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
1985,71.74272199125306,1,946,1,2,-.6329217531783812E-15,1,1,.8830826348150090E-15,1,6,0.7613884E-13,0.1430548E-13
1986,71.74272199125306,1,946,2,1,-.2974281724555264E-08,1,1,.5625078753275650E-08,1,1,0.7051393,0.1721291
1987,71.74272199125306,1,946,3,1,-.2025464778927900E-09,1,1,.4438881257143549E-08,1,1,0.1247267,0.9842488E-01
1988,75.32985809081572,1,947,1,1,-.1075753674809968E-01,1,1,.3705369344686208E-14,1,1,1.000000,0.6797355E-13
1989,75.32985809081572,1,947,1,2,-.6645709449553955E-15,1,1,-.6705875493311936E-15,1,2,0.6797355E-13,0.6139715E-14
1990,75.32985809081572,1,947,2,1,-.3343494620159968E-08,1,1,.5547478013060077E-08,1,1,0.7250149,0.1662277
1991,75.32985809081572,1,947,3,1,-.2054400748887668E-09,1,1,.4401634000006724E-08,1,1,0.1217252,0.9658267E-01
1992,79.09635099535650,1,948,1,1,-.1129542269554565E-01,1,1,.3705369344686206E-14,1,1,1.000000,0.6857150E-13
1993,79.09635099535650,1,948,1,2,-.6978077449447346E-15,1,1,.6580022615202170E-15,1,4,0.6857150E-13,0.6736298E-14
1994,79.09635099535650,1,948,2,1,-.3754416247602723E-08,1,1,.5462559374725864E-08,1,1,0.7440373,0.1599785
1995,79.09635099535650,1,948,3,1,-.2075442335334471E-09,1,1,.4360100681730911E-08,1,1,0.1184652,0.9455652E-01
1996,83.05116854512433,1,949,1,1,-.1186020387416804E-01,1,1,.3705369344686217E-14,1,1,1.000000,0.6550000E-13
1997,83.05116854512433,1,949,1,2,-.7326868945830671E-15,1,1,.6971419620815202E-15,1,7,0.6550000E-13,0.3666803E-14
1998,83.05116854512433,1,949,2,1,-.4211409591020236E-08,1,1,.5370676885728023E-08,1,1,0.7621753,0.1534493
1999,83.05116854512433,1,949,3,1,-.2088258742469455E-09,1,1,.4314250368656837E-08,1,1,0.1149683,0.9235359E-01
2000,87.20372697238055,1,950,1,1,-.1245322514125161E-01,1,1,.3705369344686205E-14,1,1,1.000000,0.6871843E-13
2001,87.20372697238055,1,950,1,2,-.7693232575142505E-15,1,1,.7458311095941089E-15,1,10,0.6871843E-13,0.6885017E-14
2002,87.20372697238055,1,950,2,1,.4865013052743459E-03,1,1,-.9878816514384737E-13,1,1,1.000000,0.4395109E-10
2003,87.20372697238055,1,950,2,2,.2138227411107067E-13,1,1,.2406928822690108E-16,1,7,0.4395109E-10,0.8743416E-17
2004,87.20372697238055,1,950,3,1,-.4170449174336534E-04,1,1,.1152490612320439E-11,1,1,1.000000,0.5981837E-08
2005,87.20372697238055,1,950,3,2,-.2494694672419304E-12,1,1,-.3577867106194095E-17,1,4,0.5981837E-08,0.1066445E-18
2006,87.20372697238055,1,950,4,1,.3579365479422817E-05,1,1,-.1342797318264614E-10,1,1,0.9999992,0.8120468E-06
2007,87.20372697238055,1,950,4,2,.2906614632789855E-11,1,1,-.1090416032249214E-16,1,1,0.8120468E-06,0.5357831E-18
2008,87.20372697238055,1,950,5,1,-.3071404994906507E-06,1,1,.1564361314141854E-09,1,1,0.9998898,0.1102254E-03
2009,87.20372697238055,1,950,5,2,-.3385842460056354E-10,1,1,.1724704121514033E-13,1,1,0.1102254E-03,0.1339643E-11
2010,87.20372697238055,1,950,6,1,.2597806092125555E-07,1,1,-.1770641031802780E-08,1,1,0.9852495,0.1432475E-01
2011,87.20372697238055,1,950,6,2,.3776206577320308E-09,1,1,-.2611225216382331E-10,1,1,0.1432172E-01,0.3070788E-05
2012,87.20372697238055,1,950,7,1,-.1015009052559841E-08,1,1,.5733870059893021E-08,1,1,0.3285280,0.1807290
2013,87.20372697238055,1,950,8,1,-.2244854841716379E-09,1,1,.4294368355152580E-08,1,1,0.1134842,0.9140923E-01
2014,91.56391332099957,1,951,1,1,-.1317454926504238E-01,1,1,.3837208328860394E-14,1,1,1.000000,0.7911047E-13
2015,91.56391332099957,1,951,1,2,-.8743018213330303E-15,1,1,.9911777290136141E-15,1,9,0.7911047E-13,0.1279876E-13
2016,91.56391332099957,1,951,2,1,.1174131363100174E-02,1,1,-.4298904981956145E-13,1,1,1.000000,0.8322981E-11
2017,91.56391332099957,1,951,2,2,.9772216470770858E-14,1,1,.6440160904394880E-16,1,4,0.8322981E-11,0.6594251E-16
2018,91.56391332099957,1,951,3,1,-.1012652057741039E-03,1,1,.4985292229870167E-12,1,1,1.000000,0.1119286E-08
2019,91.56391332099957,1,951,3,2,-.1133447071470740E-12,1,1,-.5204170410498350E-17,1,3,0.1119286E-08,0.3143948E-18
2020,91.56391332099957,1,951,4,1,.8759304568663420E-05,1,1,-.5763343603960883E-11,1,1,0.9999999,0.1495922E-06
2021,91.56391332099957,1,951,4,2,.1310323580789073E-11,1,1,-.8621513386190420E-18,1,1,0.1495922E-06,0.4975438E-20
2022,91.56391332099957,1,951,5,1,-.7574626867557048E-06,1,1,.6664346819514039E-10,1,1,0.9999800,0.2000247E-04
2023,91.56391332099957,1,951,5,2,-.1515142823192272E-10,1,1,.1333087346628385E-14,1,1,0.2000247E-04,0.8003445E-14
2024,91.56391332099957,1,951,6,1,.6533149347269763E-07,1,1,-.7665689492692554E-09,1,1,0.9973323,0.2653482E-02
2025,91.56391332099957,1,951,6,2,.1738184030233875E-09,1,1,-.2044929353459979E-11,1,1,0.2653463E-02,0.1883287E-07
2026,91.56391332099957,1,951,7,1,-.4414478635323607E-08,1,1,.5497415349438279E-08,1,1,0.7365260,0.1625180
2027,91.56391332099957,1,951,8,1,-.9801281443607529E-10,1,1,.3387180769650007E-08,1,1,0.6161353E-01,0.5465718E-01
2028,96.14210898704955,1,952,1,1,-.1327607656410500E-01,1,1,.4003741782554153E-14,1,1,1.000000,0.7941607E-13
2029,96.14210898704955,1,952,1,2,-.9581796505671937E-15,1,1,.6443330912053447E-15,1,8,0.7941607E-13,0.7223445E-14
2030,96.14210898704955,1,952,2,1,.1192159518568797E-02,1,1,-.4446963630626940E-13,1,1,1.000000,0.8906140E-11
2031,96.14210898704955,1,952,2,2,.1061744091078143E-13,1,1,-.7730361489685429E-16,1,8,0.8906140E-11,0.5307224E-16
2032,96.14210898704955,1,952,3,1,-.1035752594389434E-03,1,1,.5119382559393095E-12,1,1,1.000000,0.1180307E-08
2033,96.14210898704955,1,952,3,2,-.1222505922517961E-12,1,1,-.4445228889525131E-17,1,8,0.1180307E-08,0.1716408E-18
2034,96.14210898704955,1,952,4,1,.9025318938587609E-05,1,1,-.5874949528824389E-11,1,1,0.9999998,0.1554419E-06
2035,96.14210898704955,1,952,4,2,.1402913025482755E-11,1,1,-.9132136550430993E-18,1,1,0.1554419E-06,0.7498807E-20
2036,96.14210898704955,1,952,5,1,-.7862282837813370E-06,1,1,.6743605141696553E-10,1,1,0.9999795,0.2048108E-04
2037,96.14210898704955,1,952,5,2,-.1610313722509147E-10,1,1,.1381220001623853E-14,1,1,0.2048108E-04,0.8591826E-14
2038,96.14210898704955,1,952,6,1,.6831166068117647E-07,1,1,-.7699641623106924E-09,1,1,0.9973085,0.2677103E-02
2039,96.14210898704955,1,952,6,2,.1833695484283392E-09,1,1,-.2072368990712796E-11,1,1,0.2677083E-02,0.1934167E-07
2040,96.14210898704955,1,952,7,1,-.4655053304841491E-08,1,1,.5492333126041802E-08,1,1,0.7376454,0.1621455
2041,96.14210898704955,1,952,8,1,-.1011775271358198E-09,1,1,.3370384488768095E-08,1,1,0.6088262E-01,0.5408364E-01
2042,100.9492144364020,1,953,1,1,-.1337431806295506E-01,1,1,.4170275236247891E-14,1,1,1.000000,0.8482656E-13
2043,100.9492144364020,1,953,1,2,-.1048259972745418E-14,1,1,-.7406622292137545E-15,1,2,0.8482656E-13,0.6505625E-14
2044,100.9492144364020,1,953,2,1,.1209732712550516E-02,1,1,-.4602828534939144E-13,1,1,1.000000,0.9541353E-11
2045,100.9492144364020,1,953,2,2,.1154244270525955E-13,1,1,.3252606517398938E-16,1,7,0.9541353E-11,0.1344863E-16
2046,100.9492144364020,1,953,3,1,-.1058429956437133E-03,1,1,.5261745351436319E-12,1,1,1.000000,0.1246865E-08
2047,100.9492144364020,1,953,3,2,-.1319719271047193E-12,1,1,.2818925636296799E-17,1,5,0.1246865E-08,0.1620678E-18
2048,100.9492144364020,1,953,4,1,.9288343162847015E-05,1,1,-.5995792395730892E-11,1,1,0.9999998,0.1619023E-06
2049,100.9492144364020,1,953,4,2,.1503804365853297E-11,1,1,-.9707328940533379E-18,1,1,0.1619023E-06,0.8128280E-20
2050,100.9492144364020,1,953,5,1,-.8148755991482731E-06,1,1,.6833873518417596E-10,1,1,0.9999790,0.2103308E-04
2051,100.9492144364020,1,953,5,2,-.1713970057129724E-10,1,1,.1437434249331819E-14,1,1,0.2103308E-04,0.9305415E-14
2052,100.9492144364020,1,953,6,1,.7130018657584654E-07,1,1,-.7747277674015808E-09,1,1,0.9972748,0.2710421E-02
2053,100.9492144364020,1,953,6,2,.1937801809066897E-09,1,1,-.2111283350835636E-11,1,1,0.2710401E-02,0.2007487E-07
2054,100.9492144364020,1,953,7,1,-.4894805615053950E-08,1,1,.5490874309879212E-08,1,1,0.7379652,0.1620387
2055,100.9492144364020,1,953,8,1,-.1050930215347957E-09,1,1,.3359623624381600E-08,1,1,0.6041784E-01,0.5371808E-01
2056,105.9966751582221,1,954,1,1,-.1346932434575931E-01,1,1,.4350686477749428E-14,1,1,1.000000,0.9309291E-13
2057,105.9966751582221,1,954,1,2,-.1148686950715399E-14,1,1,.1017377527954951E-14,1,5,0.9309291E-13,0.7843087E-14
2058,105.9966751582221,1,954,2,1,.1226847356752538E-02,1,1,-.4766846639587886E-13,1,1,1.000000,0.1023354E-10
2059,105.9966751582221,1,954,2,2,.1255499251621448E-13,1,1,-.8458132197899784E-16,1,2,0.1023354E-10,0.9255412E-16
2060,105.9966751582221,1,954,3,1,-.1080665987906387E-03,1,1,.5412706408745643E-12,1,1,1.000000,0.1319437E-08
2061,105.9966751582221,1,954,3,2,-.1425870906994120E-12,1,1,.4445228887592143E-17,1,3,0.1319437E-08,0.2537831E-18
2062,105.9966751582221,1,954,4,1,.9548033493167569E-05,1,1,-.6126108824323129E-11,1,1,0.9999998,0.1690166E-06
2063,105.9966751582221,1,954,4,2,.1613776064909442E-11,1,1,-.1035414199656978E-17,1,1,0.1690166E-06,0.8074912E-20
2064,105.9966751582221,1,954,5,1,-.8433555149122477E-06,1,1,.6935225339693381E-10,1,1,0.9999783,0.2166159E-04
2065,105.9966751582221,1,954,5,2,-.1826881730462121E-10,1,1,.1502345179523870E-14,1,1,0.2166159E-04,0.1016481E-13
2066,105.9966751582221,1,954,6,1,.7429091383087059E-07,1,1,-.7808387579445717E-09,1,1,0.9972313,0.2753468E-02
2067,105.9966751582221,1,954,6,2,.2051239956755755E-09,1,1,-.2161919830059867E-11,1,1,0.2753447E-02,0.2104936E-07
2068,105.9966751582221,1,954,7,1,-.5132796027803722E-08,1,1,.5492933420559948E-08,1,1,0.7375136,0.1621895
2069,105.9966751582221,1,954,8,1,-.1098365441842046E-09,1,1,.3354866734747317E-08,1,1,0.6021324E-01,0.5355695E-01
2070,111.2965089161332,1,955,1,1,-.1356114985776160E-01,1,1,.4544975507058795E-14,1,1,1.000000,0.9663535E-13
2071,111.2965089161332,1,955,1,2,-.1260324367158683E-14,1,1,-.6989205212218279E-15,1,3,0.9663535E-13,0.3607259E-14
2072,111.2965089161332,1,955,2,1,.1243501242597498E-02,1,1,-.4939538361615881E-13,1,1,1.000000,0.1098847E-10
2073,111.2965089161332,1,955,2,2,.1366406010687353E-13,1,1,.9996344029962409E-16,1,7,0.1098847E-10,0.1166689E-15
2074,111.2965089161332,1,955,3,1,-.1102444755441131E-03,1,1,.5572613218109340E-12,1,1,1.000000,0.1398549E-08
2075,111.2965089161332,1,955,3,2,-.1541822514360498E-12,1,1,.5393905786015798E-17,1,3,0.1398549E-08,0.3789116E-18
2076,111.2965089161332,1,955,4,1,.9804072645013644E-05,1,1,-.6266162667945481E-11,1,1,0.9999998,0.1768329E-06
2077,111.2965089161332,1,955,4,2,.1733683351335821E-11,1,1,-.1108064393645305E-17,1,1,0.1768329E-06,0.1121724E-19
2078,111.2965089161332,1,955,5,1,-.8716214180606756E-06,1,1,.7047774941363281E-10,1,1,0.9999776,0.2237039E-04
2079,111.2965089161332,1,955,5,2,-.1949894675907858E-10,1,1,.1576685242072555E-14,1,1,0.2237039E-04,0.1119566E-13
2080,111.2965089161332,1,955,6,1,.7727789158755958E-07,1,1,-.7882826151199543E-09,1,1,0.9971778,0.2806365E-02
2081,111.2965089161332,1,955,6,2,.2174820459045858E-09,1,1,-.2224695552668144E-11,1,1,0.2806343E-02,0.2228953E-07
2082,111.2965089161332,1,955,7,1,-.5368085414568080E-08,1,1,.5498371379383618E-08,1,1,0.7363144,0.1625881
2083,111.2965089161332,1,955,8,1,-.1154870478461208E-09,1,1,.3355942256352395E-08,1,1,0.6025946E-01,0.5359336E-01
2084,116.8613343619399,1,956,1,1,-.1364985247041621E-01,1,1,.4739264536368094E-14,1,1,1.000000,0.1145214E-12
2085,116.8613343619399,1,956,1,2,-.1380348350617677E-14,1,1,-.1174508012383132E-14,1,4,0.1145214E-12,0.1336461E-13
2086,116.8613343619399,1,956,2,1,.1259693461634298E-02,1,1,-.5121250645718239E-13,1,1,1.000000,0.1181181E-10
2087,116.8613343619399,1,956,2,2,.1487898883515689E-13,1,1,-.8624828281888649E-16,1,8,0.1181181E-10,0.1240540E-15
2088,116.8613343619399,1,956,3,1,-.1123752489316508E-03,1,1,.5741833324054768E-12,1,1,1.000000,0.1484776E-08
2089,116.8613343619399,1,956,3,2,-.1668520844803173E-12,1,1,.3957337908035776E-17,1,8,0.1484776E-08,0.2146503E-18
2090,116.8613343619399,1,956,4,1,.1005617008719221E-04,1,1,-.6416245169484771E-11,1,1,0.9999998,0.1854051E-06
2091,116.8613343619399,1,956,4,2,.1864465905778880E-11,1,1,-.1189605236332864E-17,1,1,0.1854051E-06,0.1191232E-19
2092,116.8613343619399,1,956,5,1,-.8996293919319943E-06,1,1,.7171675833407236E-10,1,1,0.9999768,0.2316387E-04
2093,116.8613343619399,1,956,5,2,-.2083938184383506E-10,1,1,.1661314697926066E-14,1,1,0.2316387E-04,0.1242978E-13
2094,116.8613343619399,1,956,6,1,.8025535970036494E-07,1,1,-.7970504655435172E-09,1,1,0.9971141,0.2869322E-02
2095,116.8613343619399,1,956,6,2,.2309430681334444E-09,1,1,-.2300194798899876E-11,1,1,0.2869299E-02,0.2382808E-07
2096,116.8613343619399,1,956,7,1,-.5599731742019101E-08,1,1,.5507018634522957E-08,1,1,0.7343870,0.1632238
2097,116.8613343619399,1,956,8,1,-.1221440343826234E-09,1,1,.3362671553237948E-08,1,1,0.6054921E-01,0.5382147E-01
2098,122.7044010800369,1,957,1,1,-.1373549306269884E-01,1,1,.4947431353485283E-14,1,1,1.000000,0.1154969E-12
2099,122.7044010800369,1,957,1,2,-.1513411982971473E-14,1,1,-.5972870006524482E-15,1,4,0.1154969E-12,0.5264533E-14
2100,122.7044010800369,1,957,2,1,.1275424323989391E-02,1,1,-.5312330436590057E-13,1,1,1.000000,0.1270976E-10
2101,122.7044010800369,1,957,2,2,.1620997721568007E-13,1,1,.1280984866747117E-15,1,8,0.1270976E-10,0.2180088E-15
2102,122.7044010800369,1,957,3,1,-.1144577512126681E-03,1,1,.5920761376162297E-12,1,1,1.000000,0.1578756E-08
2103,122.7044010800369,1,957,3,2,-.1807008111703636E-12,1,1,.6071532134423189E-17,1,9,0.1578756E-08,0.4056223E-18
2104,122.7044010800369,1,957,4,1,.1030406194591021E-04,1,1,-.6576675184971671E-11,1,1,0.9999998,0.1947927E-06
2105,122.7044010800369,1,957,4,2,.2007156289135186E-11,1,1,-.1281088720513064E-17,1,1,0.1947927E-06,0.1027584E-19
2106,122.7044010800369,1,957,5,1,-.9273383645547227E-06,1,1,.7307120220704249E-10,1,1,0.9999760,0.2404710E-04
2107,122.7044010800369,1,957,5,2,-.2230033538049840E-10,1,1,.1757235076354526E-14,1,1,0.2404710E-04,0.1390655E-13
2108,122.7044010800369,1,957,6,1,.8321779923879460E-07,1,1,-.8071394415896901E-09,1,1,0.9970399,0.2942638E-02
2109,122.7044010800369,1,957,6,2,.2456046969450217E-09,1,1,-.2389179918215400E-11,1,1,0.2942612E-02,0.2570736E-07
2110,122.7044010800369,1,957,7,1,-.5826847690632953E-08,1,1,.5518678276012063E-08,1,1,0.7317474,0.1640845
2111,122.7044010800369,1,957,8,1,-.1298893711861657E-09,1,1,.3374737034294620E-08,1,1,0.6107139E-01,0.5423192E-01
2112,128.8396211340388,1,958,1,1,-.1381813511997839E-01,1,1,.5162537064506332E-14,1,1,1.000000,0.1252159E-12
2113,128.8396211340388,1,958,1,2,-.1658650533064483E-14,1,1,.5790045711263295E-15,1,2,0.1252159E-12,0.5185778E-14
2114,128.8396211340388,1,958,2,1,.1290695276159453E-02,1,1,-.5513298151274015E-13,1,1,1.000000,0.1368941E-10
2115,128.8396211340388,1,958,2,2,.1766870763101067E-13,1,1,-.8712919708137041E-16,1,2,0.1368941E-10,0.6133697E-16
2116,128.8396211340388,1,958,3,1,-.1164910162351311E-03,1,1,.6109811539649963E-12,1,1,1.000000,0.1681185E-08
2117,128.8396211340388,1,958,3,2,-.1958429108448475E-12,1,1,.5041540076083791E-17,1,5,0.1681185E-08,0.3353473E-18
2118,128.8396211340388,1,958,4,1,.1054751075063037E-04,1,1,-.6747799630796402E-11,1,1,0.9999998,0.2050615E-06
2119,128.8396211340388,1,958,4,2,.2162889267526869E-11,1,1,-.1383714767791847E-17,1,1,0.2050615E-06,0.1881540E-19
2120,128.8396211340388,1,958,5,1,-.9547099237886116E-06,1,1,.7454337997747735E-10,1,1,0.9999750,0.2502585E-04
2121,128.8396211340388,1,958,5,2,-.2389302352985913E-10,1,1,.1865604683940235E-14,1,1,0.2502585E-04,0.1567469E-13
2122,128.8396211340388,1,958,6,1,.8615993287218717E-07,1,1,-.8185518769962274E-09,1,1,0.9969548,0.3026695E-02
2123,128.8396211340388,1,958,6,2,.2615739699642129E-09,1,1,-.2492595683653988E-11,1,1,0.3026667E-02,0.2798101E-07
2124,128.8396211340388,1,958,7,1,-.6048486314882875E-08,1,1,.5533137561838782E-08,1,1,0.7284061,0.1651574
2125,128.8396211340388,1,958,8,1,-.1388459491403123E-09,1,1,.3391857241934727E-08,1,1,0.6181823E-01,0.5481750E-01
2126,135.2816021907407,1,959,1,1,-.1389784435137803E-01,1,1,.5391520563335165E-14,1,1,1.000000,0.1395022E-12
2127,135.2816021907407,1,959,1,2,-.1819300921704932E-14,1,1,.9062740571341696E-15,1,5,0.1395022E-12,0.8588918E-14
2128,135.2816021907407,1,959,2,1,.1305508817961104E-02,1,1,-.5724630838725873E-13,1,1,1.000000,0.1475903E-10
2129,135.2816021907407,1,959,2,2,.1926783473713924E-13,1,1,.9015141063837959E-16,1,9,0.1475903E-10,0.1021913E-15
2130,135.2816021907407,1,959,3,1,-.1184742705193583E-03,1,1,.6309425626889513E-12,1,1,1.000000,0.1792831E-08
2131,135.2816021907407,1,959,3,2,-.2124043789419859E-12,1,1,.6342582666658771E-17,1,6,0.1792831E-08,0.5266369E-18
2132,135.2816021907407,1,959,4,1,.1078630536838775E-04,1,1,-.6929993883488002E-11,1,1,0.9999998,0.2162846E-06
2133,135.2816021907407,1,959,4,2,.2332912104565767E-11,1,1,-.1498851512284156E-17,1,1,0.2162846E-06,0.1593514E-19
2134,135.2816021907407,1,959,5,1,-.9817089356820915E-06,1,1,.7613595930153172E-10,1,1,0.9999739,0.2610663E-04
2135,135.2816021907407,1,959,5,2,-.2562977793839678E-10,1,1,.1987756863090434E-14,1,1,0.2610663E-04,0.1779452E-13
2136,135.2816021907407,1,959,6,1,.8907685011548366E-07,1,1,-.8312947763989254E-09,1,1,0.9968584,0.3121964E-02
2137,135.2816021907407,1,959,6,2,.2789683757233735E-09,1,1,-.2611578791514501E-11,1,1,0.3121933E-02,0.3071610E-07
2138,135.2816021907407,1,959,7,1,-.6263793006056000E-08,1,1,.5550150225383117E-08,1,1,0.7243742,0.1664279
2139,135.2816021907407,1,959,8,1,-.1491149900573408E-09,1,1,.3413620922172970E-08,1,1,0.6277775E-01,0.5556731E-01
2140,142.0456823002777,1,960,1,1,-.1397468832718820E-01,1,1,.5634381849971758E-14,1,1,1.000000,0.1618083E-12
2141,142.0456823002777,1,960,1,2,-.1996789265396711E-14,1,1,-.1236540997794545E-14,1,6,0.1618083E-12,0.1883952E-13
2142,142.0456823002777,1,960,2,1,.1319868420426216E-02,1,1,-.5946805547901379E-13,1,1,1.000000,0.1592682E-10
2143,142.0456823002777,1,960,2,2,.2102120088712037E-13,1,1,-.7079840186136770E-16,1,6,0.1592682E-10,0.6844640E-16
2144,142.0456823002777,1,960,3,1,-.1204069240260818E-03,1,1,.6520069302698582E-12,1,1,1.000000,0.1914539E-08
2145,142.0456823002777,1,960,3,2,-.2305237364506102E-12,1,1,-.6193504885181084E-17,1,3,0.1914539E-08,0.7494141E-18
2146,142.0456823002777,1,960,4,1,.1102025998536016E-04,1,1,-.7123662409883419E-11,1,1,0.9999998,0.2285423E-06
2147,142.0456823002777,1,960,4,2,.2518595794307975E-11,1,1,-.1628058713702679E-17,1,1,0.2285423E-06,0.2273844E-19
2148,142.0456823002777,1,960,5,1,-.1008302937310275E-05,1,1,.7785197385807955E-10,1,1,0.9999727,0.2729675E-04
2149,142.0456823002777,1,960,5,2,-.2752414096696864E-10,1,1,.2125221614486814E-14,1,1,0.2729675E-04,0.2034081E-13
2150,142.0456823002777,1,960,6,1,.9196371689896658E-07,1,1,-.8453801962486704E-09,1,1,0.9967500,0.3229004E-02
2151,142.0456823002777,1,960,6,2,.2979162873735046E-09,1,1,-.2747479076923068E-11,1,1,0.3228970E-02,0.3399606E-07
2152,142.0456823002777,1,960,7,1,-.6471869200627582E-08,1,1,.5569466754296331E-08,1,1,0.7196561,0.1678810
2153,142.0456823002777,1,960,8,1,-.1608274304571778E-09,1,1,.3439656841391182E-08,1,1,0.6394069E-01,0.5647228E-01
2154,149.1479664152916,1,961,1,1,-.1404873613622631E-01,1,1,.5877243136608449E-14,1,1,1.000000,0.1656000E-12
2155,149.1479664152916,1,961,1,2,-.2187557014298790E-14,1,1,-.7423906626559109E-15,1,8,0.1656000E-12,0.1003720E-13
2156,149.1479664152916,1,961,2,1,.1333778444735392E-02,1,1,-.6180386063930051E-13,1,1,1.000000,0.1720255E-10
2157,149.1479664152916,1,961,2,2,.2294426135307383E-13,1,1,.9334980704748953E-16,1,2,0.1720255E-10,0.7645793E-16
2158,149.1479664152916,1,961,3,1,-.1222885604919109E-03,1,1,.6742235336946923E-12,1,1,1.000000,0.2047234E-08
2159,149.1479664152916,1,961,3,2,-.2503533688531817E-12,1,1,.5421010830018617E-17,1,9,0.2047234E-08,0.3604895E-18
2160,149.1479664152916,1,961,4,1,.1124921362102120E-04,1,1,-.7329239465055749E-11,1,1,0.9999998,0.2419233E-06
2161,149.1479664152916,1,961,4,2,.2721447568342675E-11,1,1,-.1773114674655085E-17,1,1,0.2419233E-06,0.2747083E-19
2162,149.1479664152916,1,961,5,1,-.1034462464570010E-05,1,1,.7969482954908022E-10,1,1,0.9999714,0.2860438E-04
2163,149.1479664152916,1,961,5,2,-.2959100053360574E-10,1,1,.2279751351728707E-14,1,1,0.2860438E-04,0.2340641E-13
2164,149.1479664152916,1,961,6,1,.9481622365689574E-07,1,1,-.8608247764696344E-09,1,1,0.9966289,0.3348466E-02
2165,149.1479664152916,1,961,6,2,.3185592491808971E-09,1,1,-.2901876780326746E-11,1,1,0.3348429E-02,0.3792431E-07
2166,149.1479664152916,1,961,7,1,-.6671919959826260E-08,1,1,.5590810091361299E-08,1,1,0.7142572,0.1695000
2167,149.1479664152916,1,961,8,1,-.1741093887771035E-09,1,1,.3469486120504743E-08,1,1,0.6529357E-01,0.5751987E-01
2168,156.6053647360562,1,962,1,1,-.1412005806386323E-01,1,1,.6147859998860719E-14,1,1,1.000000,0.1765637E-12
2169,156.6053647360562,1,962,1,2,-.2403276970219065E-14,1,1,.7672899379890735E-15,1,9,0.1765637E-12,0.6342892E-14
2170,156.6053647360562,1,962,2,1,.1347244062171593E-02,1,1,-.6425892803854489E-13,1,1,1.000000,0.1859639E-10
2171,156.6053647360562,1,962,2,2,.2505376949049164E-13,1,1,-.9204876443920877E-16,1,6,0.1859639E-10,0.7830988E-16
2172,156.6053647360562,1,962,3,1,-.1241189269410182E-03,1,1,.6976445772960415E-12,1,1,1.000000,0.2191938E-08
2173,156.6053647360562,1,962,3,2,-.2720609709634828E-12,1,1,.6613633207244285E-17,1,5,0.2191938E-08,0.4211816E-18
2174,156.6053647360562,1,962,4,1,.1147302942711312E-04,1,1,-.7547189803791024E-11,1,1,0.9999997,0.2565254E-06
2175,156.6053647360562,1,962,4,2,.2943124602615548E-11,1,1,-.1936047131477820E-17,1,1,0.2565254E-06,0.2423375E-19
2176,156.6053647360562,1,962,5,1,-.1060161154476409E-05,1,1,.8166828966430075E-10,1,1,0.9999700,0.3003860E-04
2177,156.6053647360562,1,962,5,2,-.3184671743922259E-10,1,1,.2453348778586343E-14,1,1,0.3003860E-04,0.2710681E-13
2178,156.6053647360562,1,962,6,1,.9763019116223758E-07,1,1,-.8776490352637846E-09,1,1,0.9964945,0.3481096E-02
2179,156.6053647360562,1,962,6,2,.3410514859087483E-09,1,1,-.3076600638447340E-11,1,1,0.3481053E-02,0.4262870E-07
2180,156.6053647360562,1,962,7,1,-.6863106915325887E-08,1,1,.5613893407684024E-08,1,1,0.7081800,0.1712669
2181,156.6053647360562,1,962,8,1,-.1890825847582521E-09,1,1,.3502658472522000E-08,1,1,0.6682429E-01,0.5869844E-01
2182,164.4356329728591,1,963,1,1,-.1418872529051184E-01,1,1,.6425415755016819E-14,1,1,1.000000,0.1983678E-12
2183,164.4356329728591,1,963,1,2,-.2637948659001844E-14,1,1,-.1140372074362415E-14,1,9,0.1983678E-12,0.1243182E-13
2184,164.4356329728591,1,963,2,1,.1360271177097931E-02,1,1,-.6683932920891057E-13,1,1,1.000000,0.2011986E-10
2185,164.4356329728591,1,963,2,2,.2736839568986910E-13,1,1,.5744238634872528E-16,1,2,0.2011986E-10,0.4668785E-16
2186,164.4356329728591,1,963,3,1,-.1258979237422130E-03,1,1,.7223249759116383E-12,1,1,1.000000,0.2349768E-08
2187,164.4356329728591,1,963,3,2,-.2958309682038595E-12,1,1,-.6830473637964116E-17,1,10,0.2349768E-08,0.6399650E-18
2188,164.4356329728591,1,963,4,1,.1169159334562982E-04,1,1,-.7778009649558293E-11,1,1,0.9999997,0.2724563E-06
2189,164.4356329728591,1,963,4,2,.3185449084520211E-11,1,1,-.2119168855314188E-17,1,1,0.2724563E-06,0.3465629E-19
2190,164.4356329728591,1,963,5,1,-.1085375408324302E-05,1,1,.8377649250363483E-10,1,1,0.9999684,0.3160952E-04
2191,164.4356329728591,1,963,5,2,-.3430927617504470E-10,1,1,.2648301826886886E-14,1,1,0.3160952E-04,0.3158601E-13
2192,164.4356329728591,1,963,6,1,.1004018933974079E-06,1,1,-.8958777974270805E-09,1,1,0.9963457,0.3627736E-02
2193,164.4356329728591,1,963,6,2,.3655626242421392E-09,1,1,-.3273761269556506E-11,1,1,0.3627688E-02,0.4826739E-07
2194,164.4356329728591,1,963,7,1,-.7044620379997409E-08,1,1,.5638412873153210E-08,1,1,0.7014271,0.1731623
